page_number,report_page,dashboard_section,audience,period_type,selected_period,year,compare_to_year,market,metric_group,metric_name,raw_powerbi_metric,spending_category,value_display,value_numeric,value_rm_million,unit,notes,scraped_at
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure profile,Receipt,Total Receipts,All spending categories,75.92,75.92,75.92,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure profile,Market share,Share Receipt Cont,All spending categories,0.45%,0.45,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure profile,Growth,Growth Receipts,All spending categories,2.24%,2.24,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"5,571.11",5571.11,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,31.26%,31.26,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:12.123Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure profile,Receipt,Total Receipts,All spending categories,91.25,91.25,91.25,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,33.08%,33.08,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,10.00%,10,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure profile,Market share,Share Receipt Cont,All spending categories,0.39%,0.39,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.05%,0.05,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure profile,Growth,Growth Receipts,All spending categories,20.20%,20.2,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,15.86%,15.86,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,16.60%,16.6,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,8.66%,8.66,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"5,736.52",5736.52,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,6.38%,6.38,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.05%,0.05,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,2.97%,2.97,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,5.58%,5.58,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,2.50%,2.5,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,1.20%,1.2,,%,Scraped from Power BI details cards.,2026-09-11T09:49:14.553Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure profile,Receipt,Total Receipts,All spending categories,142.74,142.74,142.74,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,30.80%,30.8,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,9.29%,9.29,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure profile,Market share,Share Receipt Cont,All spending categories,0.75%,0.75,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.04%,0.04,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure profile,Growth,Growth Receipts,All spending categories,7.29%,7.29,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,14.40%,14.4,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,17.95%,17.95,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,9.28%,9.28,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"5,571.11",5571.11,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,7.29%,7.29,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.43%,0.43,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,26.18%,26.18,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,5.78%,5.78,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,4.70%,4.7,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.08%,0.08,,%,Scraped from Power BI details cards.,2026-09-11T09:49:18.185Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure profile,Receipt,Total Receipts,All spending categories,186.89,186.89,186.89,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,35.21%,35.21,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,10.90%,10.9,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure profile,Market share,Share Receipt Cont,All spending categories,0.67%,0.67,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.02%,0.02,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure profile,Growth,Growth Receipts,All spending categories,30.92%,30.92,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,14.92%,14.92,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,16.55%,16.55,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,7.45%,7.45,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"5,937.97",5937.97,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,7.50%,7.5,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.03%,0.03,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,6.58%,6.58,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,4.57%,4.57,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,2.70%,2.7,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.15%,0.15,,%,Scraped from Power BI details cards.,2026-09-11T09:49:20.604Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure profile,Receipt,Total Receipts,All spending categories,91.92,91.92,91.92,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,31.50%,31.5,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,9.86%,9.86,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure profile,Market share,Share Receipt Cont,All spending categories,0.42%,0.42,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.05%,0.05,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure profile,Growth,Growth Receipts,All spending categories,79.19%,79.19,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,13.20%,13.2,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,18.10%,18.1,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,8.94%,8.94,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"5,956.14",5956.14,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,7.28%,7.28,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.15%,0.15,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,97.36%,97.36,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,5.75%,5.75,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,3.71%,3.71,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2023,2019,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,1.46%,1.46,,%,Scraped from Power BI details cards.,2026-09-11T09:49:24.231Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure profile,Receipt,Total Receipts,All spending categories,111.41,111.41,111.41,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,34.86%,34.86,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,12.47%,12.47,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure profile,Market share,Share Receipt Cont,All spending categories,0.39%,0.39,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.02%,0.02,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure profile,Growth,Growth Receipts,All spending categories,21.21%,21.21,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,14.32%,14.32,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,15.75%,15.75,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,7.65%,7.65,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"6,262.32",6262.32,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,7.07%,7.07,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.03%,0.03,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,5.14%,5.14,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,5.17%,5.17,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,2.54%,2.54,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 4,2024,2023,Netherlands,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.12%,0.12,,%,Scraped from Power BI details cards.,2026-09-11T09:49:26.653Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure profile,Receipt,Total Receipts,All spending categories,"2,440.71",2440.71,2440.71,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure profile,Market share,Share Receipt Cont,All spending categories,18.23%,18.23,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure profile,Growth,Growth Receipts,All spending categories,-4.50%,-4.5,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
