page_number,report_page,dashboard_section,audience,period_type,selected_period,year,compare_to_year,market,metric_group,metric_name,raw_powerbi_metric,spending_category,value_display,value_numeric,value_rm_million,unit,notes,scraped_at
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure profile,Receipt,Sum of receipts_cumulative,All spending categories,"4,086.16",4086.16,4086.16,RM million,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,5.50%,5.5,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,-11.64%,-11.64,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:12.245Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,20.18%,20.18,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,4.92%,4.92,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure profile,Receipt,Sum of receipts_cumulative,All spending categories,"5,166.02",5166.02,5166.02,RM million,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.12%,0.12,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,41.37%,41.37,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,14.47%,14.47,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,8.67%,8.67,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,4.84%,4.84,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,26.43%,26.43,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,5.54%,5.54,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.07%,0.07,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,2.98%,2.98,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.09%,0.09,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,1.23%,1.23,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.36%,0.36,,%,Scraped from Power BI details cards.,2026-09-11T09:24:14.706Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure profile,Receipt,Sum of receipts_cumulative,All spending categories,543.13,543.13,543.13,RM million,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,0.73%,0.73,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,18.08%,18.08,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:18.916Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,21.44%,21.44,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,4.79%,4.79,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure profile,Receipt,Sum of receipts_cumulative,All spending categories,547.04,547.04,547.04,RM million,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,0.01%,0.01,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,43.17%,43.17,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,15.91%,15.91,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,2.13%,2.13,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,0.51%,0.51,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,0.72%,0.72,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,5.90%,5.9,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.28%,0.28,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,2.69%,2.69,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.57%,0.57,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,2.79%,2.79,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2024,2023,Pakistan,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.32%,0.32,,%,Scraped from Power BI details cards.,2026-09-11T09:24:21.363Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Philippines,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:25.648Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Philippines,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:25.648Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Philippines,Expenditure profile,Receipt,Sum of receipts_cumulative,All spending categories,"1,370.96",1370.96,1370.96,RM million,Scraped from Power BI details cards.,2026-09-11T09:24:25.648Z
2,Visitors-Details (Months),Details,Visitors,Months,Jan-Dec,2023,2019,Philippines,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:24:25.648Z
